iter	Passed	Remaining
2639	963580	2686344
2640	963934	2685950
2641	964307	2685608
2642	964673	2685245
2643	965029	2684855
2644	965392	2684485
2645	965763	2684136
2646	966109	2683718
2647	966457	2683307
2648	966785	2682838
2649	967151	2682475
2650	967507	2682086
2651	967860	2681690
2652	968206	2681270
2653	968552	2680855
2654	968922	2680503
2655	969274	2680102
2656	969627	2679704
2657	969975	2679292
2658	970306	2678834
2659	970707	2678570
2660	971065	2678183
2661	971433	2677826
2662	971800	2677469
2663	972146	2677053
2664	972501	2676660
2665	972871	2676307
2666	973212	2675879
2667	973561	2675469
2668	973908	2675054
2669	974277	2674702
2670	974646	2674347
2671	975015	2673994
2672	975412	2673717
2673	975765	2673319
2674	976177	2673082
2675	976545	2672726
2676	976892	2672313
2677	977271	2671987
2678	977633	2671613
2679	977998	2671249
2680	978341	2670825
2681	978696	2670431
2682	979048	2670032
2683	979390	2669606
2684	979748	2669222
2685	980131	2668905
2686	980526	2668621
2687	980885	2668243
2688	981246	2667866
2689	981646	2667596
2690	981991	2667176
2691	982356	2666812
2692	982749	2666525
2693	983096	2666110
2694	983439	2665686
2695	983804	2665322
2696	984159	2664928
2697	984532	2664587
2698	984908	2664253
2699	985249	2663823
2700	985614	2663459
2701	985969	2663066
2702	986320	2662663
2703	986669	2662254
2704	987017	2661846
2705	987386	2661490
2706	987738	2661091
2707	988071	2660640
2708	988421	2660237
2709	988753	2659783
2710	989096	2659360
2711	989440	2658940
2712	989796	2658550
2713	990156	2658173
2714	990556	2657901
2715	990901	2657483
2716	991264	2657113
2717	991662	2656839
2718	992065	2656575
2719	992440	2656237
2720	992798	2655853
2721	993144	2655438
2722	993499	2655047
2723	993855	2654658
2724	994187	2654208
2725	994535	2653796
2726	994892	2653411
2727	995266	2653071
2728	995640	2652731
2729	996009	2652376
2730	996355	2651961
2731	996746	2651665
2732	997083	2651227
2733	997449	2650865
2734	997839	2650568
2735	998200	2650192
2736	998553	2649796
2737	998918	2649431
2738	999274	2649044
2739	999631	2648658
2740	1000001	2648307
2741	1000353	2647909
2742	1000703	2647505
2743	1001070	2647146
2744	1001435	2646781
2745	1001788	2646384
2746	1002174	2646076
2747	1002522	2645665
2748	1002912	2645369
2749	1003264	2644970
2750	1003647	2644652
2751	1004019	2644308
2752	1004353	2643861
2753	1004690	2643423
2754	1005043	2643027
2755	1005411	2642670
2756	1005756	2642254
2757	1006108	2641854
2758	1006530	2641641
2759	1006916	2641330
2760	1007259	2640908
2761	1007605	2640494
2762	1007959	2640101
2763	1008321	2639731
2764	1008675	2639336
2765	1009023	2638929
2766	1009396	2638584
2767	1009752	2638198
2768	1010105	2637800
2769	1010447	2637377
2770	1010800	2636980
2771	1011134	2636535
2772	1011522	2636231
2773	1011868	2635817
2774	1012199	2635366
2775	1012544	2634950
2776	1012914	2634599
2777	1013293	2634270
2778	1013684	2633974
2779	1014057	2633632
2780	1014438	2633308
2781	1014777	2632878
2782	1015145	2632521
2783	1015500	2632130
2784	1015854	2631738
2785	1016200	2631324
2786	1016577	2630990
2787	1016928	2630590
2788	1017282	2630197
2789	1017619	2629762
2790	1017962	2629342
2791	1018355	2629050
2792	1018730	2628710
2793	1019089	2628330
2794	1019452	2627961
2795	1019841	2627659
2796	1020213	2627315
2797	1020564	2626913
2798	1020908	2626497
2799	1021267	2626115
2800	1021632	2625751
2801	1021983	2625351
2802	1022341	2624970
2803	1022694	2624576
2804	1023068	2624234
2805	1023419	2623834
2806	1023839	2623610
2807	1024238	2623334
2808	1024588	2622932
2809	1024947	2622551
2810	1025318	2622204
2811	1025673	2621814
2812	1026033	2621436
2813	1026381	2621030
2814	1026754	2620685
2815	1027107	2620290
2816	1027434	2619829
2817	1027770	2619392
2818	1028114	2618973
2819	1028464	2618571
2820	1028807	2618153
2821	1029144	2617716
2822	1029507	2617347
2823	1029865	2616966
2824	1030209	2616549
2825	1030554	2616136
2826	1030912	2615754
2827	1031274	2615381
2828	1031643	2615029
2829	1031992	2614623
2830	1032338	2614212
2831	1032776	2614032
2832	1033136	2613656
2833	1033500	2613289
2834	1033853	2612897
2835	1034210	2612511
2836	1034593	2612194
2837	1034940	2611784
2838	1035314	2611442
2839	1035666	2611046
2840	1036032	2610684
2841	1036401	2610331
2842	1036780	2610002
2843	1037131	2609602
2844	1037465	2609163
2845	1037825	2608786
2846	1038170	2608371
2847	1038518	2607965
2848	1038893	2607625
2849	1039263	2607276
2850	1039637	2606933
2851	1040033	2606648
2852	1040381	2606240
2853	1040766	2605928
2854	1041128	2605556
2855	1041462	2605114
2856	1041836	2604774
2857	1042174	2604342
2858	1042518	2603925
2859	1042873	2603537
2860	1043271	2603255
2861	1043655	2602939
2862	1043996	2602514
2863	1044348	2602119
2864	1044714	2601758
2865	1045073	2601379
2866	1045448	2601041
2867	1045803	2600653
2868	1046141	2600221
2869	1046530	2599917
2870	1046884	2599526
2871	1047236	2599130
2872	1047612	2598792
2873	1047985	2598450
2874	1048382	2598165
2875	1048758	2597828
2876	1049100	2597407
2877	1049451	2597008
2878	1049786	2596571
2879	1050147	2596199
2880	1050523	2595861
2881	1050862	2595433
2882	1051201	2595006
2883	1051575	2594664
2884	1051911	2594228
2885	1052260	2593826
2886	1052618	2593444
2887	1052961	2593027
2888	1053321	2592651
2889	1053661	2592225
2890	1054038	2591891
2891	1054409	2591542
2892	1054756	2591134
2893	1055109	2590741
2894	1055464	2590353
2895	1055854	2590051
2896	1056213	2589674
2897	1056609	2589385
2898	1056984	2589046
2899	1057351	2588688
2900	1057707	2588303
2901	1058071	2587936
2902	1058443	2587590
2903	1058808	2587226
2904	1059182	2586884
2905	1059531	2586483
2906	1059885	2586090
2907	1060272	2585782
2908	1060621	2585379
2909	1060992	2585030
2910	1061374	2584708
2911	1061738	2584341
2912	1062091	2583947
2913	1062427	2583514
2914	1062768	2583093
2915	1063130	2582722
2916	1063488	2582340
2917	1063872	2582022
2918	1064223	2581627
2919	1064581	2581246
2920	1064950	2580892
2921	1065288	2580461
2922	1065639	2580065
2923	1065994	2579678
2924	1066345	2579279
2925	1066728	2578961
2926	1067076	2578554
2927	1067425	2578153
2928	1067767	2577735
2929	1068148	2577409
2930	1068489	2576989
2931	1068861	2576640
2932	1069204	2576225
2933	1069566	2575854
2934	1069932	2575492
2935	1070314	2575170
2936	1070701	2574859
2937	1071055	2574471
2938	1071416	2574098
2939	1071797	2573773
2940	1072143	2573363
2941	1072486	2572947
2942	1072856	2572595
2943	1073211	2572208
2944	1073553	2571789
2945	1073936	2571469
2946	1074282	2571059
2947	1074646	2570693
2948	1074994	2570291
2949	1075354	2569913
2950	1075715	2569541
2951	1076060	2569131
2952	1076412	2568736
2953	1076755	2568320
2954	1077089	2567883
2955	1077473	2567564
2956	1077843	2567212
2957	1078181	2566786
2958	1078540	2566409
2959	1078900	2566034
2960	1079267	2565675
2961	1079617	2565275
2962	1079975	2564895
2963	1080341	2564535
2964	1080689	2564131
2965	1081057	2563775
2966	1081402	2563364
2967	1081745	2562950
2968	1082117	2562602
2969	1082458	2562183
2970	1082810	2561788
2971	1083231	2561557
2972	1083599	2561201
2973	1083943	2560789
2974	1084278	2560355
2975	1084645	2559995
2976	1084986	2559577
2977	1085337	2559179
2978	1085697	2558805
2979	1086059	2558436
2980	1086429	2558083
2981	1086794	2557719
2982	1087136	2557304
2983	1087484	2556900
2984	1087834	2556501
2985	1088189	2556115
2986	1088549	2555739
2987	1088921	2555394
2988	1089289	2555037
2989	1089637	2554634
2990	1089982	2554226
2991	1090338	2553842
2992	1090685	2553435
2993	1091066	2553110
2994	1091419	2552718
2995	1091825	2552452
2996	1092194	2552098
2997	1092574	2551769
2998	1092928	2551381
2999	1093276	2550978
3000	1093624	2550576
3001	1094021	2550287
3002	1094378	2549904
3003	1094757	2549574
3004	1095099	2549158
3005	1095471	2548811
3006	1095820	2548411
3007	1096151	2547969
3008	1096500	2547567
3009	1096848	2547167
3010	1097197	2546767
3011	1097522	2546310
3012	1097870	2545907
3013	1098207	2545479
3014	1098542	2545048
3015	1098955	2544796
3016	1099320	2544433
3017	1099724	2544160
3018	1100083	2543784
3019	1100429	2543377
3020	1100791	2543008
3021	1101139	2542603
3022	1101485	2542197
3023	1101835	2541800
3024	1102179	2541389
3025	1102524	2540980
3026	1102886	2540610
3027	1103253	2540251
3028	1103612	2539875
3029	1103959	2539472
3030	1104302	2539057
3031	1104677	2538717
3032	1105032	2538332
3033	1105382	2537934
3034	1105760	2537602
3035	1106107	2537197
3036	1106453	2536791
3037	1106853	2536508
3038	1107193	2536087
3039	1107532	2535666
3040	1107896	2535300
3041	1108259	2534934
3042	1108601	2534518
3043	1108962	2534146
3044	1109305	2533734
3045	1109652	2533329
3046	1110021	2532976
3047	1110367	2532570
3048	1110727	2532195
3049	1111070	2531783
3050	1111414	2531372
3051	1111771	2530993
3052	1112154	2530671
3053	1112499	2530263
3054	1112854	2529877
3055	1113195	2529460
3056	1113576	2529133
3057	1113926	2528736
3058	1114315	2528428
3059	1114672	2528048
3060	1115060	2527738
3061	1115410	2527340
3062	1115762	2526948
3063	1116108	2526543
3064	1116483	2526203
3065	1116827	2525794
3066	1117189	2525423
3067	1117525	2524995
3068	1117905	2524666
3069	1118275	2524314
3070	1118630	2523930
3071	1118975	2523523
3072	1119317	2523109
3073	1119665	2522708
3074	1120022	2522326
3075	1120364	2521912
3076	1120711	2521508
3077	1121062	2521116
3078	1121437	2520776
3079	1121783	2520370
3080	1122128	2519963
3081	1122467	2519541
3082	1122797	2519101
3083	1123148	2518708
3084	1123511	2518341
3085	1123865	2517954
3086	1124204	2517534
3087	1124579	2517192
3088	1124948	2516839
3089	1125303	2516456
3090	1125649	2516049
3091	1125998	2515651
3092	1126347	2515254
3093	1126699	2514862
3094	1127035	2514435
3095	1127383	2514035
3096	1127749	2513676
3097	1128106	2513296
3098	1128481	2512957
3099	1128834	2512566
3100	1129190	2512185
3101	1129553	2511817
3102	1129910	2511437
3103	1130259	2511040
3104	1130609	2510643
3105	1130961	2510253
3106	1131330	2509900
3107	1131701	2509552
3108	1132073	2509206
3109	1132431	2508826
3110	1132777	2508423
3111	1133123	2508019
3112	1133483	2507646
3113	1133823	2507228
3114	1134160	2506803
3115	1134537	2506469
3116	1134884	2506065
3117	1135233	2505669
3118	1135616	2505346
3119	1135969	2504959
3120	1136330	2504588
3121	1136683	2504198
3122	1137024	2503785
3123	1137367	2503374
3124	1137724	2502993
3125	1138074	2502599
3126	1138408	2502167
3127	1138742	2501737
3128	1139071	2501297
3129	1139433	2500928
3130	1139796	2500563
3131	1140157	2500192
3132	1140525	2499837
3133	1140889	2499473
3134	1141220	2499036
3135	1141584	2498673
3136	1141958	2498329
3137	1142299	2497916
3138	1142650	2497523
3139	1143000	2497127
3140	1143362	2496759
3141	1143713	2496368
3142	1144048	2495941
3143	1144410	2495571
3144	1144785	2495230
3145	1145135	2494838
3146	1145472	2494415
3147	1145815	2494004
3148	1146157	2493594
3149	1146513	2493212
3150	1146872	2492838
3151	1147214	2492426
3152	1147590	2492087
3153	1147939	2491692
3154	1148303	2491326
3155	1148644	2490912
3156	1149011	2490557
3157	1149365	2490169
3158	1149709	2489762
3159	1150091	2489438
3160	1150483	2489136
3161	1150854	2488785
3162	1151221	2488429
3163	1151558	2488007
3164	1151911	2487618
3165	1152243	2487186
3166	1152609	2486826
3167	1152955	2486424
3168	1153299	2486016
3169	1153635	2485592
3170	1153987	2485202
3171	1154351	2484838
3172	1154744	2484538
3173	1155130	2484222
3174	1155504	2483879
3175	1155846	2483469
3176	1156187	2483056
3177	1156546	2482680
3178	1156889	2482273
3179	1157254	2481910
3180	1157603	2481513
3181	1157954	2481123
3182	1158291	2480702
3183	1158622	2480266
3184	1158981	2479893
3185	1159338	2479514
3186	1159687	2479117
3187	1160054	2478761
3188	1160398	2478354
3189	1160761	2477989
3190	1161100	2477572
3191	1161456	2477192
3192	1161809	2476805
3193	1162217	2476535
3194	1162602	2476216
3195	1162944	2475805
3196	1163317	2475461
3197	1163661	2475054
3198	1164003	2474644
3199	1164364	2474274
3200	1164700	2473851
3201	1165029	2473413
3202	1165380	2473022
3203	1165721	2472609
3204	1166068	2472210
3205	1166421	2471823
3206	1166766	2471420
3207	1167119	2471034
3208	1167499	2470703
3209	1167848	2470308
3210	1168193	2469906
3211	1168548	2469522
3212	1168937	2469212
3213	1169290	2468824
3214	1169634	2468419
3215	1170000	2468061
3216	1170347	2467662
3217	1170705	2467285
3218	1171050	2466882
3219	1171413	2466515
3220	1171773	2466145
3221	1172123	2465752
3222	1172457	2465325
3223	1172800	2464918
3224	1173161	2464548
3225	1173509	2464152
3226	1173866	2463773
3227	1174242	2463434
3228	1174615	2463091
3229	1174987	2462744
3230	1175326	2462329
3231	1175695	2461976
3232	1176050	2461594
3233	1176416	2461235
3234	1176783	2460877
3235	1177169	2460561
3236	1177536	2460203
3237	1177871	2459780
3238	1178225	2459395
3239	1178568	2458989
3240	1178915	2458588
3241	1179266	2458200
3242	1179626	2457828
3243	1179986	2457456
3244	1180358	2457110
3245	1180708	2456717
3246	1181052	2456312
3247	1181426	2455970
3248	1181838	2455707
3249	1182201	2455341
3250	1182559	2454966
3251	1182926	2454609
3252	1183267	2454198
3253	1183620	2453811
3254	1183990	2453460
3255	1184320	2453026
3256	1184663	2452621
3257	1185014	2452231
3258	1185361	2451832
3259	1185691	2451398
3260	1186045	2451014
3261	1186401	2450634
3262	1186762	2450267
3263	1187110	2449870
3264	1187453	2449462
3265	1187809	2449085
3266	1188170	2448715
3267	1188533	2448350
3268	1188861	2447912
3269	1189222	2447543
3270	1189601	2447210
3271	1189943	2446802
3272	1190285	2446394
3273	1190633	2445999
3274	1190983	2445606
3275	1191353	2445257
3276	1191693	2444844
3277	1192068	2444503
3278	1192434	2444144
3279	1192776	2443736
3280	1193108	2443308
3281	1193466	2442933
3282	1193834	2442579
3283	1194219	2442259
3284	1194597	2441924
3285	1194947	2441533
3286	1195293	2441132
3287	1195635	2440726
3288	1195979	2440320
3289	1196321	2439913
3290	1196675	2439530
3291	1197012	2439112
3292	1197352	2438701
3293	1197689	2438282
3294	1198068	2437950
3295	1198420	2437565
3296	1198786	2437205
3297	1199126	2436794
3298	1199484	2436419
3299	1199857	2436074
3300	1200199	2435665
3301	1200585	2435348
3302	1200946	2434980
3303	1201307	2434611
3304	1201718	2434343
3305	1202076	2433968
3306	1202419	2433562
3307	1202826	2433288
3308	1203182	2432908
3309	1203533	2432519
3310	1203911	2432184
3311	1204276	2431823
3312	1204619	2431418
3313	1204958	2431005
3314	1205303	2430604
3315	1205662	2430231
3316	1206036	2429889
3317	1206404	2429535
3318	1206748	2429131
3319	1207106	2428757
3320	1207449	2428351
3321	1207794	2427950
3322	1208136	2427543
3323	1208495	2427171
3324	1208844	2426778
3325	1209200	2426400
3326	1209542	2425992
3327	1209881	2425580
3328	1210234	2425195
3329	1210603	2424842
3330	1210943	2424432
3331	1211285	2424025
3332	1211624	2423612
3333	1211971	2423216
3334	1212338	2422859
3335	1212669	2422431
3336	1213021	2422045
3337	1213367	2421645
3338	1213699	2421219
3339	1214059	2420849
3340	1214402	2420444
3341	1214746	2420042
3342	1215089	2419638
3343	1215450	2419269
3344	1215803	2418886
3345	1216174	2418537
3346	1216529	2418157
3347	1216892	2417793
3348	1217263	2417443
3349	1217670	2417166
3350	1218028	2416791
3351	1218387	2416420
3352	1218752	2416060
3353	1219090	2415645
3354	1219424	2415223
3355	1219773	2414830
3356	1220138	2414470
3357	1220509	2414121
3358	1220892	2413798
3359	1221245	2413413
3360	1221607	2413048
3361	1221956	2412656
3362	1222320	2412293
3363	1222677	2411916
3364	1223018	2411508
3365	1223358	2411099
3366	1223698	2410688
3367	1224027	2410258
3368	1224394	2409901
3369	1224739	2409502
3370	1225100	2409135
3371	1225445	2408734
3372	1225803	2408360
3373	1226184	2408031
3374	1226524	2407622
3375	1226884	2407251
3376	1227253	2406900
3377	1227600	2406503
3378	1227992	2406196
3379	1228366	2405854
3380	1228737	2405504
3381	1229097	2405134
3382	1229468	2404786
3383	1229833	2404426
3384	1230181	2404031
3385	1230541	2403661
3386	1230874	2403240
3387	1231207	2402816
3388	1231564	2402441
3389	1231895	2402014
3390	1232244	2401623
3391	1232587	2401220
3392	1232916	2400788
3393	1233254	2400377
3394	1233593	2399965
3395	1233943	2399576
3396	1234313	2399227
3397	1234671	2398851
3398	1235034	2398487
3399	1235379	2398089
3400	1235730	2397702
3401	1236098	2397347
3402	1236443	2396949
3403	1236785	2396543
3404	1237123	2396131
3405	1237459	2395715
3406	1237815	2395338
3407	1238156	2394931
3408	1238502	2394534
3409	1238841	2394123
3410	1239252	2393854
3411	1239591	2393444
3412	1239967	2393103
3413	1240300	2392682
3414	1240639	2392272
3415	1240997	2391899
3416	1241339	2391494
3417	1241689	2391105
3418	1242040	2390719
3419	1242382	2390314
3420	1242723	2389908
3421	1243085	2389543
3422	1243455	2389192
3423	1243804	2388802
3424	1244183	2388468
3425	1244541	2388094
3426	1244881	2387688
3427	1245244	2387324
3428	1245607	2386960
3429	1245966	2386589
3430	1246324	2386216
3431	1246669	2385818
3432	1247041	2385470
3433	1247425	2385147
3434	1247776	2384760
3435	1248130	2384379
3436	1248484	2383997
3437	1248838	2383618
3438	1249189	2383231
3439	1249538	2382841
3440	1249905	2382485
3441	1250264	2382114
3442	1250615	2381727
3443	1250980	2381367
3444	1251338	2380993
3445	1251685	2380599
3446	1252083	2380303
3447	1252441	2379929
3448	1252823	2379601
3449	1253165	2379198
3450	1253519	2378817
3451	1253884	2378457
3452	1254226	2378054
3453	1254568	2377650
3454	1254979	2377378
3455	1255332	2376995
3456	1255683	2376608
3457	1256046	2376244
3458	1256381	2375829
3459	1256733	2375444
3460	1257099	2375085
3461	1257441	2374683
3462	1257776	2374266
3463	1258130	2373886
3464	1258467	2373472
3465	1258810	2373072
3466	1259166	2372694
3467	1259532	2372336
3468	1259902	2371986
3469	1260247	2371589
3470	1260603	2371213
3471	1260956	2370829
3472	1261299	2370430
3473	1261651	2370046
3474	1262011	2369677
3475	1262405	2369370
3476	1262752	2368976
3477	1263123	2368628
3478	1263465	2368225
3479	1263836	2367878
3480	1264189	2367495
3481	1264546	2367119
3482	1264911	2366760
3483	1265256	2366364
3484	1265624	2366010
3485	1265986	2365644
3486	1266326	2365237
3487	1266693	2364881
3488	1267040	2364489
3489	1267377	2364076
3490	1267735	2363703
3491	1268079	2363305
3492	1268420	2362901
3493	1268806	2362580
3494	1269154	2362188
3495	1269497	2361788
3496	1269867	2361437
3497	1270213	2361043
3498	1270558	2360646
3499	1270919	2360279
3500	1271280	2359912
3501	1271627	2359518
3502	1271975	2359128
3503	1272341	2358769
3504	1272707	2358413
3505	1273074	2358056
3506	1273416	2357653
3507	1273780	2357292
3508	1274119	2356884
3509	1274488	2356532
3510	1274846	2356160
3511	1275196	2355773
3512	1275555	2355402
3513	1275903	2355011
3514	1276258	2354633
3515	1276627	2354280
3516	1276958	2353859
3517	1277311	2353477
3518	1277664	2353094
3519	1278024	2352726
3520	1278378	2352346
3521	1278747	2351994
3522	1279112	2351635
3523	1279453	2351230
3524	1279793	2350826
3525	1280182	2350510
3526	1280531	2350121
3527	1280887	2349745
3528	1281231	2349348
3529	1281580	2348958
3530	1281937	2348584
3531	1282330	2348276
3532	1282681	2347891
3533	1283040	2347521
3534	1283384	2347122
3535	1283741	2346749
3536	1284107	2346391
3537	1284452	2345996
3538	1284822	2345644
3539	1285157	2345230
3540	1285509	2344847
3541	1285861	2344463
3542	1286225	2344103
3543	1286604	2343769
3544	1286948	2343372
3545	1287288	2342966
3546	1287649	2342599
3547	1287989	2342195
3548	1288340	2341810
3549	1288681	2341408
3550	1289045	2341045
3551	1289396	2340660
3552	1289737	2340257
3553	1290085	2339868
3554	1290426	2339465
3555	1290760	2339049
3556	1291110	2338662
3557	1291470	2338294
3558	1291843	2337949
3559	1292195	2337567
3560	1292554	2337196
3561	1292944	2336883
3562	1293294	2336496
3563	1293637	2336097
3564	1293973	2335685
3565	1294316	2335287
3566	1294686	2334937
3567	1295031	2334540
3568	1295386	2334164
3569	1295723	2333754
3570	1296076	2333373
3571	1296430	2332994
3572	1296779	2332606
3573	1297149	2332255
3574	1297498	2331867
3575	1297847	2331479
3576	1298198	2331095
3577	1298566	2330741
3578	1298930	2330380
3579	1299278	2329990
3580	1299640	2329626
3581	1300002	2329262
3582	1300357	2328885
3583	1300715	2328513
3584	1301092	2328175
3585	1301446	2327796
3586	1301799	2327415
3587	1302157	2327043
3588	1302517	2326676
3589	1302862	2326280
3590	1303213	2325897
3591	1303567	2325517
3592	1303906	2325112
3593	1304264	2324740
3594	1304622	2324369
3595	1304981	2323999
3596	1305323	2323599
3597	1305689	2323241
3598	1306091	2322948
3599	1306439	2322558
3600	1306773	2322144
3601	1307132	2321775
3602	1307476	2321378
3603	1307834	2321007
3604	1308183	2320618
3605	1308527	2320222
3606	1308885	2319852
3607	1309266	2319520
3608	1309608	2319120
3609	1309967	2318751
3610	1310299	2318334
3611	1310649	2317948
3612	1311029	2317614
3613	1311373	2317219
3614	1311718	2316825
3615	1312062	2316428
3616	1312401	2316024
3617	1312735	2315610
3618	1313101	2315252
3619	1313451	2314868
3620	1313839	2314549
3621	1314183	2314153
3622	1314528	2313758
3623	1314896	2313405
3624	1315249	2313025
3625	1315593	2312629
3626	1315933	2312225
3627	1316333	2311928
3628	1316688	2311552
3629	1317042	2311173
3630	1317400	2310803
3631	1317763	2310440
3632	1318093	2310019
3633	1318436	2309621
3634	1318836	2309324
3635	1319182	2308931
3636	1319523	2308530
3637	1319881	2308159
3638	1320236	2307784
3639	1320571	2307371
3640	1320926	2306995
3641	1321287	2306630
3642	1321641	2306251
3643	1321985	2305856
3644	1322335	2305471
3645	1322679	2305076
3646	1323028	2304688
3647	1323377	2304302
3648	1323717	2303900
3649	1324073	2303525
3650	1324424	2303141
3651	1324761	2302733
3652	1325178	2302466
3653	1325516	2302059
3654	1325851	2301648
3655	1326228	2301310
3656	1326572	2300915
3657	1326919	2300525
3658	1327259	2300124
3659	1327604	2299729
3660	1327992	2299410
3661	1328338	2299018
3662	1328691	2298639
3663	1329052	2298274
3664	1329417	2297914
3665	1329782	2297557
3666	1330134	2297174
3667	1330471	2296767
3668	1330834	2296405
3669	1331230	2296100
3670	1331574	2295705
3671	1331957	2295377
3672	1332306	2294991
3673	1332646	2294589
3674	1333036	2294273
3675	1333371	2293862
3676	1333728	2293490
3677	1334066	2293085
3678	1334419	2292706
3679	1334781	2292342
3680	1335127	2291951
3681	1335487	2291584
3682	1335844	2291210
3683	1336188	2290815
3684	1336605	2290545
3685	1336936	2290130
3686	1337314	2289792
3687	1337645	2289376
3688	1338011	2289018
3689	1338382	2288669
3690	1338752	2288320
3691	1339086	2287908
3692	1339424	2287503
3693	1339795	2287154
3694	1340159	2286794
3695	1340509	2286410
3696	1340858	2286024
3697	1341216	2285654
3698	1341580	2285293
3699	1341929	2284906
3700	1342273	2284513
3701	1342621	2284125
3702	1342993	2283777
3703	1343363	2283427
3704	1343703	2283027
3705	1344048	2282633
3706	1344395	2282244
3707	1344757	2281880
3708	1345113	2281507
3709	1345449	2281099
3710	1345828	2280764
3711	1346187	2280394
3712	1346522	2279985
3713	1346864	2279588
3714	1347208	2279193
3715	1347553	2278800
3716	1347912	2278433
3717	1348240	2278012
3718	1348587	2277623
3719	1348925	2277217
3720	1349285	2276852
3721	1349624	2276448
3722	1349966	2276050
3723	1350319	2275673
3724	1350675	2275299
3725	1351037	2274935
3726	1351387	2274550
3727	1351751	2274191
3728	1352108	2273819
3729	1352481	2273474
3730	1352824	2273079
3731	1353191	2272722
3732	1353530	2272321
3733	1353873	2271925
3734	1354224	2271543
3735	1354579	2271168
3736	1354924	2270775
3737	1355290	2270419
3738	1355667	2270082
3739	1356124	2269877
3740	1356490	2269520
3741	1356826	2269112
3742	1357175	2268728
3743	1357507	2268314
3744	1357836	2267894
3745	1358178	2267497
3746	1358516	2267094
3747	1358880	2266734
3748	1359234	2266357
3749	1359579	2265965
3750	1359917	2265561
3751	1360261	2265169
3752	1360620	2264800
3753	1360952	2264387
3754	1361288	2263981
3755	1361646	2263610
3756	1361989	2263214
3757	1362341	2262835
3758	1362690	2262451
3759	1363045	2262075
3760	1363400	2261700
3761	1363738	2261297
3762	1364082	2260903
3763	1364423	2260506
3764	1364763	2260105
3765	1365130	2259751
3766	1365471	2259352
3767	1365814	2258959
3768	1366174	2258591
3769	1366516	2258195
3770	1366868	2257816
3771	1367197	2257397
3772	1367537	2256998
3773	1367876	2256597
3774	1368250	2256254
3775	1368599	2255870
3776	1368957	2255499
3777	1369284	2255078
3778	1369625	2254681
3779	1369967	2254284
3780	1370317	2253902
3781	1370677	2253535
3782	1371024	2253148
3783	1371367	2252754
3784	1371722	2252379
3785	1372080	2252009
3786	1372465	2251684
3787	1372810	2251292
3788	1373167	2250921
3789	1373507	2250522
3790	1373864	2250152
3791	1374206	2249756
3792	1374568	2249392
3793	1374941	2249048
3794	1375274	2248637
3795	1375661	2248314
3796	1376004	2247920
3797	1376338	2247512
3798	1376703	2247153
3799	1377047	2246762
3800	1377393	2246372
3801	1377731	2245970
3802	1378078	2245582
3803	1378423	2245192
3804	1378776	2244814
3805	1379115	2244413
3806	1379469	2244037
3807	1379833	2243678
3808	1380187	2243302
3809	1380541	2242926
3810	1380888	2242538
3811	1381271	2242211
3812	1381633	2241848
3813	1381978	2241456
3814	1382332	2241081
3815	1382677	2240690
3816	1383074	2240384
3817	1383416	2239989
3818	1383774	2239620
3819	1384127	2239242
3820	1384481	2238867
3821	1384832	2238486
3822	1385184	2238106
3823	1385566	2237776
3824	1385922	2237404
3825	1386256	2236997
3826	1386597	2236600
3827	1386946	2236215
3828	1387306	2235849
3829	1387640	2235441
3830	1388006	2235085
3831	1388357	2234704
3832	1388699	2234310
3833	1389067	2233956
3834	1389510	2233724
3835	1389879	2233372
3836	1390212	2232963
3837	1390557	2232573
3838	1390907	2232190
3839	1391257	2231808
3840	1391616	2231442
3841	1391971	2231066
3842	1392317	2230679
3843	1392669	2230300
3844	1393010	2229904
3845	1393359	2229520
3846	1393719	2229153
3847	1394071	2228775
3848	1394411	2228377
3849	1394761	2227995
3850	1395109	2227610
3851	1395457	2227225
3852	1395810	2226848
3853	1396177	2226494
3854	1396527	2226112
3855	1396877	2225730
3856	1397242	2225371
3857	1397579	2224970
3858	1397948	2224618
3859	1398307	2224251
3860	1398667	2223884
3861	1399008	2223489
3862	1399353	2223099
3863	1399703	2222717
3864	1400052	2222334
3865	1400398	2221945
3866	1400759	2221581
3867	1401084	2221161
3868	1401440	2220789
3869	1401786	2220400
3870	1402142	2220029
3871	1402492	2219647
3872	1402839	2219261
3873	1403206	2218906
3874	1403550	2218514
3875	1403914	2218155
3876	1404273	2217789
3877	1404630	2217417
3878	1404989	2217051
3879	1405362	2216705
3880	1405713	2216325
3881	1406062	2215943
3882	1406404	2215549
3883	1406778	2215205
3884	1407131	2214828
3885	1407489	2214459
3886	1407845	2214087
3887	1408211	2213730
3888	1408568	2213361
3889	1408919	2212981
3890	1409255	2212578
3891	1409577	2212152
3892	1409946	2211800
3893	1410282	2211398
3894	1410630	2211014
3895	1410977	2210628
3896	1411321	2210236
3897	1411656	2209832
3898	1412004	2209447
3899	1412347	2209055
3900	1412710	2208695
3901	1413070	2208329
3902	1413434	2207971
3903	1413778	2207579
3904	1414134	2207208
3905	1414486	2206830
3906	1414832	2206443
3907	1415184	2206065
3908	1415559	2205722
3909	1415904	2205334
3910	1416260	2204963
3911	1416605	2204574
3912	1416943	2204174
3913	1417281	2203774
3914	1417632	2203396
3915	1417980	2203010
3916	1418344	2202652
3917	1418696	2202275
3918	1419101	2201978
